metodo;sampling;model;winnow;trials;MCC;logLoss;AUC;prAUC;Accuracy;Kappa;F1;Sensitivity;Specificity;Pos_Pred_Value;Neg_Pred_Value;Precision;Recall;Detection_Rate;Balanced_Accuracy
C5.0;null;rules;FALSE;1;0,000000000000000;0,693147180560038;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;rules;TRUE;1;0,000000000000000;0,693147180560038;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;tree;FALSE;1;0,000000000000000;0,363789774096093;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;tree;TRUE;1;0,000000000000000;0,363789774096093;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;rules;FALSE;10;0,000000000000000;0,693147180560038;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;rules;TRUE;10;0,000000000000000;0,693147180560038;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;tree;FALSE;10;0,000000000000000;0,363789774096093;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;tree;TRUE;10;0,000000000000000;0,363789774096093;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;rules;FALSE;20;0,000000000000000;0,693147180560038;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
C5.0;null;rules;TRUE;20;0,000000000000000;0,693147180560038;0,500000000000000;0,000000000000000;0,881567703965070;0,000000000000000;0,937056584941694;1,000000000000000;0,000000000000000;0,881567703965070;NA;0,881567703965070;1,000000000000000;0,881567703965070;0,500000000000000
