metodo;sampling;mtry;splitrule;min.node.size;MCC;logLoss;AUC;prAUC;Accuracy;Kappa;F1;Sensitivity;Specificity;Pos_Pred_Value;Neg_Pred_Value;Precision;Recall;Detection_Rate;Balanced_Accuracy
ranger;null;6;gini;1;0,10661530297027103;0,355482566189893;0,683038635011462;0,580189908275228;0,872366405391989;0,079338212218252491;0,931197563640113;0,979781403968051;0,072805992529601279;0,887206029122897;0,329240283863194;0,887206029122897;0,979781403968051;0,863743628074452;0,526293698248826
ranger;null;6;hellinger;1;0,10418178939655458;0,353347415525671;0,684761886710333;0,581242430634333;0,873925094468881;0,073918324107819386;0,932157236830313;0,982519046565971;0,065589110058921138;0,886708448570796;0,339309764440467;0,886708448570796;0,982519046565971;0,866157046452920;0,524054078312446
ranger;null;7;gini;1;0,10725131787524038;0,370359517706842;0,670533221884640;0,572907784218340;0,866383221285070;0,089077967254782203;0,927560914576655;0,970399381717712;0,092123885237744646;0,888345497863162;0,295680509716251;0,888345497863162;0,970399381717712;0,855472723216109;0,531261633477728
ranger;null;7;hellinger;1;0,10734173505584055;0,367367175015429;0,672185032906633;0,574628996706926;0,868293861804333;0,086618713084580926;0,928722426760988;0,973336616982165;0,086392977194795481;0,888020060251049;0,304990394298157;0,888020060251049;0,973336616982165;0,858062122053069;0,529864797088480
ranger;null;8;gini;1;0,10595369826015316;0,386096386732409;0,660029868022220;0,568487898407015;0,862034197905467;0,092299404617832301;0,924919980122517;0,963983145725009;0,103162874054661347;0,888899775077633;0,278307563244932;0,888899775077633;0,963983145725009;0,849816418647578;0,533573009889835
ranger;null;8;hellinger;1;0,11005057917066476;0,383587870755083;0,661288084116517;0,568995398180690;0,863995045437824;0,094468678333566272;0,926081964111193;0,966435579270255;0,101464135106596146;0,888963666922031;0,289427150306665;0,888963666922031;0,966435579270255;0,851978394383005;0,533949857188426
ranger;null;9;gini;1;0,10575787604005436;0,404238464265865;0,653240089610859;0,564708522078156;0,859218586316457;0,094370813992386407;0,923198308200703;0,959819714017607;0,110379981672982061;0,889269358623774;0,270073678557098;0,889269358623774;0,959819714017607;0,846146071437670;0,535099847845294
ranger;null;9;hellinger;1;0,10591620200508753;0,406396239804891;0,653310296551765;0,564069030028004;0,860651511409856;0,093405745699578657;0,924074779798255;0,961929917842504;0,106771765585282549;0,889086935074144;0,274226448879367;0,889086935074144;0,961929917842504;0,848006362762680;0,534350841713894
ranger;null;10;gini;1;0,10588860572061692;0,433794419335161;0,648618177114736;0,557725597806489;0,858062169448377;0,095380624892872759;0,922487041292376;0,958080193323808;0,113564469901137680;0,889444319182548;0,267069345148239;0,889444319182548;0,958080193323808;0,844612558541906;0,535822331612473
ranger;null;10;hellinger;1;0,10372385505249899;0,433708207334504;0,648204412901793;0,556733446013935;0,858967121556983;0,092527715501279612;0,923063118584824;0,959705587297630;0,109106996913225854;0,889116805144330;0,267255336241527;0,889116805144330;0,959705587297630;0,846045426763794;0,534406292105428
ranger;null;11;gini;1;0,10575354372886056;0,496417671526850;0,646000438695561;0,541034988325610;0,856830375708575;0,096059350742047148;0,921731548723743;0,956283631632663;0,116537319347161897;0,889589538849089;0,263996250258324;0,889589538849089;0,956283631632663;0,843028794397002;0,536410475489912
ranger;null;11;hellinger;1;0,10353255249993056;0,489958433892147;0,645605286140836;0,539495785209920;0,858414143015125;0,092762905111302196;0,922725804757839;0,958907163774344;0,110380882263544325;0,889175974374101;0,265536660836223;0,889175974374101;0,958907163774344;0,845341593378879;0,534644023018944
ranger;null;12;gini;1;0,11197135840706797;0,657914187261747;0,643457862705960;0,486127704842203;0,856981205275935;0,102223868710961882;0,921762498824269;0,955684788578106;0,122267326799548798;0,890166020801684;0,270676091335861;0,890166020801683;0,955684788578106;0,842500875123661;0,538976057688828
ranger;null;12;hellinger;1;0,10905447238056545;0,681357649846437;0,643054238877246;0,481596093288703;0,858187889190266;0,098484992777567879;0,922533682777244;0,957852061861895;0,116324329679187127;0,889727372105306;0,270608231203521;0,889727372105306;0,957852061861895;0,844411446136742;0,537088195770541
ranger;down;1;gini;1;0,24080609104265041;0,636601555085487;0,715750616335627;0,601468444829945;0,703957294315700;0,198125889287212198;0,809328883703821;0,712978304863862;0,636802633326803980;0,935939569502243;0,229855800154255;0,935939569502243;0,712978304863862;0,628538903738423;0,674890469095333
ranger;down;1;hellinger;1;0,24186490623520621;0,635450298806288;0,716137430436237;0,602928492769681;0,705691742684364;0,199372526356324881;0,810736752544623;0,715059925168099;0,635955853050637954;0,935991312740611;0,230665537080302;0,935991312740611;0,715059925168099;0,630373854596627;0,675507889109368
ranger;down;2;gini;1;0,24907277292417920;0,613364486366845;0,724114398184610;0,606118690997253;0,721177568508388;0,210458592267151828;0,822842732634731;0,734650866932489;0,620885145434118435;0,935150397270311;0,239346392770793;0,935150397270311;0,734650866932489;0,647644572765447;0,677768006183304
ranger;down;2;hellinger;1;0,25097783010378316;0,612272481033168;0,724174961409840;0,606185113140052;0,721052224782410;0,211697465053854894;0,822655803437990;0,733995332550966;0,624706126042152143;0,935737094185665;0,239875848506652;0,935737094185665;0,733995332550966;0,647066752989535;0,679350729296559
ranger;down;3;gini;1;0,23994818898457021;0,614514610938932;0,718801154938438;0,601080169213032;0,715496280483341;0,201661023711409509;0,818725549804492;0,729033160177374;0,614725105988251808;0,933708970422689;0,233792647613003;0,933708970422689;0,729033160177374;0,642692433325160;0,671879133082813
ranger;down;3;hellinger;1;0,24212821870546819;0,614435999383662;0,719593542455061;0,602108219401625;0,717708349500756;0,203924832422373969;0,820427412713234;0,731514067463045;0,614940572280272768;0,933973078198912;0,235247207472029;0,933973078198912;0,731514067463045;0,644879294571990;0,673227319871659
ranger;down;4;gini;1;0,23035808593551901;0,625985606994566;0,707260716024092;0,593162413246468;0,710970906977251;0,192923793188895742;0,815605718628494;0,725097713558237;0,605813537227036569;0,931944523476099;0,228416534664960;0,931944523476099;0,725097713558237;0,639222835176509;0,665455625392637
ranger;down;4;hellinger;1;0,22851690675393335;0,623508953340989;0,709678711008481;0,595611021564660;0,710342257701322;0,191440532831275434;0,815178429363547;0,724698292400959;0,603476955013249938;0,931514875766350;0,227611634402465;0,931514875766350;0,724698292400959;0,638870751002175;0,664087623707105
ranger;down;5;gini;1;0,21199949342119873;0,644305049717390;0,694729460199431;0,589149865395506;0,693850838247726;0,173894445888963078;0,802606414980791;0,706133913753638;0,602412682116297726;0,929689519464346;0,215979050984399;0,929689519464346;0,706133913753638;0,622505076562193;0,654273297934968
ranger;down;5;hellinger;1;0,22070830037906344;0,640487790731002;0,701677827081147;0,588422532884111;0,696465776651818;0,181010286336865833;0,804288309172636;0,707588705175053;0,613666011487032592;0,931679018203798;0,219957442357711;0,931679018203798;0,707588705175053;0,623787595524073;0,660627358331043
ranger;down;6;gini;1;0,19802365332573771;0,662220834001181;0,685395346194852;0,583165469916988;0,679974189742159;0,159502850107045485;0,791871396656556;0,690649712369683;0,600505006157787902;0,927943209328075;0,206743178548066;0,927943209328075;0,690649712369683;0,608854672411638;0,645577359263736
ranger;down;6;hellinger;1;0,19673902825976244;0,660036609703130;0,686803762609006;0,582584973133710;0,685001980922810;0,160116934787373183;0,796149356352880;0,697778800224814;0,589892897267383032;0,926834275552387;0,207717273740188;0,926834275552387;0,697778800224814;0,615139360826327;0,643835848746098
ranger;down;7;gini;1;0,18014082234749998;0,677520187404318;0,673858905782744;0,577172617212292;0,669717261160800;0,143986297138164521;0,784277906427844;0,681124967680902;0,584799157047233731;0,924301352821932;0,197730583285579;0,924301352821932;0,681124967680902;0,600457990921627;0,632962062364068
ranger;down;7;hellinger;1;0,18322315998257196;0,673190773725357;0,677895356527660;0,579903270164032;0,673362176263812;0,147105168858097074;0,787185263450855;0,685288253014657;0,584582339869369361;0,924709554838158;0,199687464555848;0,924709554838158;0,685288253014657;0,604128132750807;0,634935296442013
ranger;down;8;gini;1;0,16870100040750396;0,697680322536911;0,666723985210891;0,573344394850109;0,651867851136201;0,131236378400270248;0,769675204851870;0,659879755674734;0,592227002857123597;0,923394357614709;0,189496900971446;0,923394357614709;0,659879755674734;0,581728707010138;0,626053379265929
ranger;down;8;hellinger;1;0,16789453994990006;0,701034644057211;0,667686139562197;0,573861282288901;0,653125067501137;0,131019852994413405;0,770826702533504;0,661762076059732;0,588830200403914872;0,922984094515756;0,189504950404057;0,922984094515756;0,661762076059732;0,583388205064060;0,625296138231823
ranger;down;9;gini;1;0,16686965965584813;0,715947823070165;0,662115426754336;0,569619636522466;0,644652819584381;0,128267990266100113;0,763475433536739;0,650668811691156;0,599872566435440069;0,923729212179092;0,187414937183047;0,923729212179092;0,650668811691156;0,573608565368265;0,625270689063298
ranger;down;9;hellinger;1;0,16403688561852123;0,709067545991614;0,666873833502477;0,572420095504968;0,648876145339324;0,127292817601156905;0,767383419744382;0,656999606132909;0,588404896510887010;0,922395920575123;0,187253113584076;0,922395920575123;0,656999606132909;0,579189600501481;0,622702251321898
ranger;down;10;gini;1;0,16166646130405685;0,727739545353259;0,658581966219043;0,567724759983018;0,637865489166765;0,123107720477398597;0,757840640470853;0,642855471757998;0,600716419792278744;0,923013423624105;0,184291258185973;0,923013423624105;0,642855471757998;0,566720852532982;0,621785945775138
ranger;down;10;hellinger;1;0,16426898456440592;0,728214845609121;0,664141278553818;0,570391600709310;0,637035667495408;0,124584676756098481;0,756884831301574;0,641115942932330;0,606660992946124411;0,923951548916097;0,184959052937493;0,923951548916097;0,641115942932330;0,565187115327913;0,623888467939227
ranger;down;11;gini;1;0,16144976285467325;0,731507565131834;0,659312144851758;0,568751936833722;0,636884338686560;0,122765998614448313;0,756991181215721;0,641600203882228;0,601779116655747015;0,923048381717684;0,184053023502818;0,923048381717684;0,641600203882228;0,565613900152560;0,621689660268987
ranger;down;11;hellinger;1;0,16642232044289851;0,734132203619069;0,663041089127891;0,570386611222350;0,640605515363918;0,127017680416974171;0,759947578326533;0,645364840586290;0,605177495142439681;0,924081740329850;0,186465479677509;0,924081740329850;0,645364840586290;0,568932861507708;0,625271167864365
ranger;down;12;gini;1;0,15821244069699839;0,761180918514567;0,655007350860353;0,563118906859847;0,632209232034846;0,119536305435573934;0,753024385457443;0,636154213745616;0,602842939257418053;0,922620137822850;0,182115759212551;0,922620137822850;0,636154213745616;0,560813070606048;0,619498576501517
ranger;down;12;hellinger;1;0,16025960283578322;0,742163475986709;0,655737425209240;0,565789905631412;0,636734128397613;0,121869696523492915;0,756922028443968;0,641686084554120;0,599864911415660784;0,922742044451200;0,183586015667251;0,922742044451200;0,641686084554120;0,565690013197037;0,620775497984890
ranger;up;1;gini;1;0,24491242889025153;0,632458472170844;0,717674874637448;0,602690445875555;0,711524109879246;0,203836565088610200;0,815288687487602;0,722360302718594;0,630861437387566837;0,935741062895643;0,234083158227353;0,935741062895643;0,722360302718594;0,636809574806495;0,676610870053080
ranger;up;1;hellinger;1;0,24518618390398234;0,632748438211908;0,716839623528618;0,602744861606845;0,710719508563900;0,203771573355671975;0,814624864995457;0,721190826064154;0,632771815117763481;0,935941600572818;0,233903705027589;0,935941600572818;0,721190826064154;0,635778684904858;0,676981320590959
ranger;up;2;gini;1;0,25184737156510206;0,594088961040528;0,726259041338495;0,606765469145636;0,737543590523759;0,218772839240252565;0,835590877126833;0,756694583780637;0,594987312930454149;0,932913392298888;0,247452594387339;0,932913392298888;0,756694583780637;0,667077626892464;0,675840948355546
ranger;up;2;hellinger;1;0,25429346635637301;0,595048255148185;0,724980468328161;0,606101573823048;0,736563312100386;0,220179488602533058;0,834720458909509;0,754727073932638;0,601354938500921921;0,933752681490423;0,247863093874629;0,933752681490423;0,754727073932638;0,665343213289997;0,678041006216780
ranger;up;3;gini;1;0,24981763679106439;0,563974590503627;0,716415962158317;0,600904346924212;0,758283679353601;0,225077985936318586;0,851515044553239;0,786237937439171;0,550196891611674399;0,928651804758959;0,256861360615043;0,928651804758959;0,786237937439171;0,693122192066894;0,668217414525423
ranger;up;3;hellinger;1;0,25008647326265804;0,567461198554766;0,717454923401033;0,602375047428772;0,755719523053423;0,224311847910150380;0,849576980715439;0,782559400967473;0,555928475097545172;0,929187955781538;0,255596496189005;0,929187955781538;0,782559400967473;0,689879290091634;0,669243938032509
ranger;up;4;gini;1;0,22591533273073980;0,539387780315886;0,697883358169334;0,589956210567582;0,771632670860305;0,210390542110275691;0,862229864374694;0,810733807283073;0,480571109505057936;0,920755863923113;0,254471364404214;0,920755863923113;0,810733807283073;0,714716981770500;0,645652458394065
ranger;up;4;hellinger;1;0,23059593175007567;0,543254661445162;0,699457988388049;0,591920681669451;0,769294784177333;0,213532433343018496;0,860365740218271;0,806342260377495;0,493520701199811784;0,922187680499449;0,255160644840471;0,922187680499449;0,806342260377495;0,710845544273451;0,649931480788653
ranger;up;5;gini;1;0,19560127565939409;0,521453656271224;0,672580982526375;0,576400105908060;0,780054395815366;0,186612344753607801;0,869260877252784;0,829440839247947;0,412436029926624370;0,913118074703088;0,245076329609344;0,913118074703088;0,829440839247947;0,731208413873065;0,620938434587286
ranger;up;5;hellinger;1;0,20446923079146911;0,524651015141933;0,676357327696516;0,579550454908079;0,779853368703171;0,194378831523412343;0,868836686281325;0,827216512769007;0,427293747875169161;0,914924814005157;0,249383488921391;0,914924814005157;0,827216512769007;0,729247651634470;0,627255130322088
ranger;up;6;gini;1;0,16475523433259928;0,512147215993803;0,647505640191179;0,564528145827020;0,787545818716432;0,160312469672120456;0,875404843620654;0,846607996042707;0,347906914959484670;0,906240273125882;0,233318491542900;0,906240273125882;0,846607996042707;0,746342250363411;0,597257455501096
ranger;up;6;hellinger;1;0,16935830255244866;0,514781040240388;0,650145595905640;0,566471703645948;0,784705068847132;0,164003285761062184;0,873297015916397;0,841645913119677;0,360854705473113990;0,907438538437878;0,234217590906040;0,907438538437878;0,841645913119677;0,741967943353565;0,601250309296396
ranger;up;7;gini;1;0,12740415908523720;0,515138144387383;0,627914161912730;0,554771701571828;0,783246629505985;0,124654914715854340;0,873407482807362;0,848204672320024;0,299722618106823546;0,900167056989234;0,209574659169137;0,900167056989234;0,848204672320024;0,747749683314375;0,573963645213424
ranger;up;7;hellinger;1;0,14252202234161998;0,514396995114640;0,632230357704178;0,557357891103817;0,787596161583421;0,139532031082220676;0,876021997645488;0,851227690673937;0,313945644856614692;0,902314445614278;0,220673203948257;0,902314445614278;0,851227690673937;0,750414863454072;0,582586667765276
ranger;up;8;gini;1;0,10825102788699832;0,528729717288464;0,614972051210499;0,548969489749600;0,778822336693450;0,105936495996162769;0,870849165701253;0,845866515934337;0,279769133609364340;0,897359416861213;0,195917829663068;0,897359416861213;0,845866515934337;0,745688535519501;0,562817824771851
ranger;up;8;hellinger;1;0,11949194863792892;0,527702361855922;0,616677595809378;0,550482968405062;0,782995297440347;0,117135443036300205;0,873439639631124;0,849430856565169;0,288472891098337736;0,898852303777600;0,204693072154868;0,898852303777600;0,849430856565169;0,748830726462847;0,568951873831753
ranger;up;9;gini;1;0,09757099448549780;0,557023848911734;0,608422527002913;0,545030875721741;0,774950763321856;0,095361045154073329;0,868449207667515;0,842644022825995;0,271065601268031531;0,895890826568216;0,187836075766376;0,895890826568216;0,842644022825995;0,742847687711441;0,556854812047013
ranger;up;9;hellinger;1;0,10158165422623651;0,555215602521623;0,609705491665170;0,545232944871547;0,775101750858750;0,099207958720141862;0,868448197472625;0,842073681973406;0,276585996267052103;0,896531932786012;0,190432123484052;0,896531932786012;0,842073681973406;0,742344991996267;0,559329839120229
ranger;up;10;gini;1;0,09219467930066678;0,604099088254359;0,605139591295730;0,538095058543696;0,768037460419675;0,089551361091246576;0,863776860065564;0,834260179402861;0,275098670953477731;0,895476076877313;0,182257644525268;0,895476076877313;0,834260179402861;0,735456729417347;0,554679425178170
ranger;up;10;hellinger;1;0,09722788954748922;0,609083461965392;0,607210065910167;0,537862586685065;0,771456485052061;0,094687226341665889;0,866030051684768;0,837938837852599;0,276585771119411572;0,896075128272693;0,186471487257866;0,896075128272693;0,837938837852599;0,738699748309190;0,557262304486005
ranger;up;11;gini;1;0,08572489912336044;0,713779452088602;0,601988680324200;0,518314980537307;0,766554031294747;0,083292685761476304;0,862921624667096;0,833518577316451;0,268094327855491255;0,894485025733211;0,177841739657926;0,894485025733211;0,833518577316451;0,734802907134647;0,550806452585971
ranger;up;11;hellinger;1;0,09074947617322121;0,689150934472723;0,606738222779048;0,520932383817995;0,764266610722610;0,087787271631755565;0,861165263190541;0,829412377705326;0,279344730306898770;0,895483485113906;0,180258225570074;0,895483485113906;0,829412377705326;0,731183073430088;0,554378554006112
ranger;up;12;gini;1;0,08312430594980913;1,281745077518945;0,602209325699191;0,455170200170114;0,763989770721396;0,080578411808079786;0,861184217791166;0,830552819520357;0,268519181453237943;0,894205504122102;0,175559512665360;0,894205504122102;0,830552819520357;0,732188347920820;0,549536000486798
ranger;up;12;hellinger;1;0,09057911876117336;1,266024825019597;0,606598553339451;0,454315805688220;0,760998532536833;0,087271763902685581;0,858872539224062;0,824992202553805;0,284652135637944559;0,895677826531531;0,179160819790724;0,895677826531531;0,824992202553805;0,727286494491103;0,554822169095875
ranger;smote;1;gini;1;0,20512152409399684;0,534456628203789;0,686397300102167;0,580743607867915;0,790411921684825;0,197821670373952319;0,876269425991872;0,842159587040907;0,405212167879086704;0,913358754274941;0,256838373610450;0,913358754274941;0,842159587040907;0,742420858622950;0,623685877459997
ranger;smote;1;hellinger;1;0,20848561361395671;0,534566085005638;0,686459808101156;0,581400883317776;0,791643781762809;0,201171421490075969;0,877055778874282;0,843157574769184;0,408184116734548685;0,913846075612943;0,259145726461395;0,913846075612943;0,843157574769184;0,743300710371960;0,625670845751866
ranger;smote;2;gini;1;0,22690395134789806;0,512444546356766;0,687131649095371;0,578539097796103;0,740007380212120;0,200390365799819087;0,838558434365617;0,766076788998036;0,545948580781847714;0,926267957718221;0,238754750309447;0,926267957718221;0,766076788998036;0,675348778209111;0,656012684889942
ranger;smote;2;hellinger;1;0,22380218287951495;0,513319508698469;0,686784396496308;0,578326103937559;0,741264536543104;0,198390493818612096;0,839613727001887;0,768586426178016;0,537878388753425085;0,925300032318941;0,238187145526781;0,925300032318941;0,768586426178016;0,677561324311072;0,653232407465721
ranger;smote;3;gini;1;0,21684547736331727;0,512329612299977;0,685199865861365;0,575572475718598;0,733873113767364;0,190379711541988683;0,834279776585076;0,759917048427437;0,540004908218564283;0,924823450192078;0,231967142459071;0,924823450192078;0,759917048427437;0,669918446261592;0,649960978323000
ranger;smote;3;hellinger;1;0,21438091705164691;0,512218441693684;0,684379348940999;0,575107774451081;0,729901123223026;0,187182943240132710;0,831304370219038;0,755012169139141;0,542979783993353671;0,924821223823593;0,229422740389483;0,924821223823593;0,755012169139141;0,665594450558664;0,648995976566247
ranger;smote;4;gini;1;0,19909623543709548;0,519432047071111;0,681374486538155;0,573368098869871;0,735557490986360;0,176850264145636593;0,836324465296311;0,766418892674410;0,505831549038281869;0,920305292010959;0,225303207545351;0,920305292010959;0,766418892674410;0,675650244605718;0,636125220856346
ranger;smote;4;hellinger;1;0,19958205193075654;0,518509292383033;0,680718527249824;0,571605534570305;0,733621863871174;0,176729808915595338;0,834804847143329;0,763652829193216;0,510075131767656620;0,920661877877682;0,224877235556609;0,920661877877682;0,763652829193216;0,673211830151948;0,636863980480436
ranger;smote;5;gini;1;0,18849812038446934;0,531858463779807;0,675960396786094;0,571042566527417;0,733797907520499;0,167891049342743487;0,835411099185259;0,766475921473953;0,490551003820755449;0,918025169738100;0,220227742634617;0,918025169738100;0,766475921473953;0,675700584311855;0,628513462647354
ranger;smote;5;hellinger;1;0,18299320523332563;0,531522517962189;0,674713680784768;0,568140130358961;0,734174927700440;0,163395632524708401;0,835915910307989;0,768243936237850;0,480568182585730586;0,916764207193881;0,217844213624383;0,916764207193881;0,768243936237850;0,677259330241988;0,624406059411790
ranger;smote;6;gini;1;0,17290981765018215;0,546904091575428;0,667158163258769;0,566500356640005;0,727538133017224;0,153416466180408828;0,831273399358567;0,761428478318668;0,475264154469293265;0,915292489845832;0,211034637866125;0,915292489845832;0,761428478318668;0,671251004723316;0,618346316393981
ranger;smote;6;hellinger;1;0,17192384881016556;0,545943668286713;0,668407204130933;0,567264550440166;0,728116180316509;0,152910655892103231;0,831758250465026;0,762483389132188;0,472297609157204867;0,914923776827411;0,210981246320882;0,914923776827411;0,762483389132188;0,672180817046180;0,617390499144696
ranger;smote;7;gini;1;0,16302366833302739;0,557273326862153;0,661451082695767;0,564467470994561;0,724646964469729;0,144683038226990524;0,829479602709479;0,759745864446374;0,463377034490367046;0,913346832377511;0,205772771112255;0,913346832377511;0,759745864446374;0,669767578768771;0,611561449468370
ranger;smote;7;hellinger;1;0,17167494875261621;0,555307192462647;0,665111849672604;0,566486403470611;0,729976310501601;0,153127597483334682;0,833202681307761;0,765078358082881;0,468688042183661946;0,914667072272694;0,211413677978521;0,914667072272694;0,765078358082881;0,674468386139449;0,616883200133271
ranger;smote;8;gini;1;0,15076682569087729;0,569821107635599;0,652686881663160;0,562707400473663;0,717910040156002;0,133097083913416320;0,824795468668424;0,753358451864477;0,454038810950280647;0,911293600294673;0,198320228789439;0,911293600294673;0,753358451864477;0,664136731606662;0,603698631407379
ranger;smote;8;hellinger;1;0,15549320304791692;0,567469100687918;0,651584912465377;0,561334855221749;0,723414876897761;0,138189911634166968;0,828861937141442;0,759774309725256;0,452762448975915943;0,911788964839018;0,201974074112546;0,911788964839018;0,759774309725256;0,669792508504304;0,606268379350586
ranger;smote;9;gini;1;0,14693156760843828;0,579713261554924;0,645229702637038;0,558584663685753;0,713107905617580;0,128874647768851713;0,821263864338267;0,747683273122940;0,455738450488908098;0,910936098058706;0,195196447188115;0,910936098058706;0,747683273122940;0,659133500468926;0,601710861805924
ranger;smote;9;hellinger;1;0,14805780763267284;0,578450641071903;0,647165957342098;0,559018905615270;0,717104844835558;0,130577676483414395;0,824316771744570;0,752844737283901;0,451062359142007374;0,910821938130879;0,196689108285210;0,910821938130879;0,752844737283901;0,663683677321736;0,601953548212954
ranger;smote;10;gini;1;0,14949730287218232;0,585446256243158;0,645489300065207;0,557496995231624;0,714063118451527;0,131173548506641924;0,821887012000449;0,748396173776584;0,458493582166505709;0,911426226138981;0,196605854849736;0,911426226138981;0,748396173776584;0,659761985421050;0,603444877971545
ranger;smote;10;hellinger;1;0,14387883066652901;0,581649258030818;0,643913006269240;0,558754881653349;0,718085745708522;0,127438055419079210;0,825247503813341;0,755154793995151;0,442151916118995070;0,909735475223620;0,195190783221715;0,909735475223620;0,755154793995151;0,665720296675068;0,598653355057073
ranger;smote;11;gini;1;0,13782889992082467;0,595193569202591;0,639035096563295;0,555986323845994;0,715546083078923;0,121908993776729729;0,823552154208769;0,753072702042494;0,436207117817508871;0,908632623507105;0,191737192214755;0,908632623507105;0,753072702042494;0,663884596979254;0,594639909930001
ranger;smote;11;hellinger;1;0,14574117581303514;0,592747376817253;0,644719775961145;0,557242072711348;0,721806638033889;0,129742819980005336;0,828005735627106;0,759803352696534;0,438965401562074364;0,909785390684522;0,197096430200001;0,909785390684522;0,759803352696534;0,669818357702302;0,599384377129304
ranger;smote;12;gini;1;0,13148259572608365;0,656676999852215;0,635395734507075;0,534655749016571;0,719769652101134;0,117509150406270912;0,827067831265821;0,760258839026841;0,418377000718220982;0,906806284146240;0,189979141669227;0,906806284146240;0,760258839026841;0,670219839933975;0,589317919872531
ranger;smote;12;hellinger;1;0,14504937470305840;0,659738846942686;0,639984486970256;0,533516221314320;0,730127402317228;0,130987244480132076;0,834391598201544;0,771323710973685;0,423469615200167515;0,908758447713932;0,199264321094146;0,908758447713932;0,771323710973685;0,679974271889367;0,597396663086926
ranger;rose;1;gini;1;0,24269046322581608;0,631956875831488;0,716451757171107;0,602114617255600;0,710317523869521;0,201798327339273220;0,814410261721316;0,721247952446129;0,628948583033324127;0,935342591926020;0,232857700000416;0,935342591926020;0,721247952446129;0,635829264734091;0,675098267739727
ranger;rose;1;hellinger;1;0,24405116896698459;0,634406870147944;0,717004935542608;0,603089529458802;0,707728548455694;0,201861757106211959;0,812228865180526;0,717370095725519;0,635954502164794544;0,936158668444691;0,232429624361500;0,936158668444691;0,717370095725519;0,632410682483597;0,676662298945157
ranger;rose;2;gini;1;0,25203199900910572;0,601707953015090;0,724841248266230;0,606017843522809;0,729499031112096;0,215804534100070500;0,829291305734740;0,745459007633020;0,610696314107976312;0,934434557529915;0,243926872373760;0,934434557529915;0,745459007633020;0,657172750879300;0,678077660870498
ranger;rose;2;hellinger;1;0,25213241803762398;0,604072242936412;0,724479857528581;0,605210190697963;0,729624972023882;0,215871548563993598;0,829378745730038;0,745601701609919;0,610695188369773434;0,934465447624931;0,243970393750831;0,934465447624931;0,745601701609919;0,657298691787114;0,678148444989846
