metodo;sampling;parameter;MCC;logLoss;AUC;prAUC;Accuracy;Kappa;F1;Sensitivity;Specificity;Pos_Pred_Value;Neg_Pred_Value;Precision;Recall;Detection_Rate;Balanced_Accuracy;MCCSD;logLossSD
glmStepAIC;null;none;0,0123076198543311;0,329168135509818;0,720487622227689;0,602849519112858;0,881266029038003;0,00133612537575939;0,936875974721499;0,999486692012890;0,00127388535031847;0,881647143534231;0,360000000000003;0,881647143534231;0,999486692012890;0,881115183675120;0,500380288681604;0,0180927794408530;0,00567041420074774
glmStepAIC;down;none;0,2526853828230936;0,613201065957130;0,721640278360651;0,602625212520190;0,733345374592700;0,21766912257241047;0,832289371057045;0,750620618167629;0,60474993977300617;0,933953001705313;0,245727618430788;0,933953001705313;0,750620618167629;0,661723066768302;0,677685278970317;0,0214427703841581;0,00652367415625132
glmStepAIC;up;none;0,2541457262327764;0,612400182108720;0,722161150616931;0,601682488401536;0,735080053597932;0,21952176891053590;0,833569687667561;0,752702287263082;0,60390113316807492;0,933973867681290;0,247164403050010;0,933973867681290;0,752702287263082;0,663558273536390;0,678301710215578;0,0208681464738510;0,00788815105482376
glmStepAIC;smote;none;0,2174825163515624;0,523874813206393;0,699237812821711;0,588490927047381;0,763211015441608;0,20061473774824226;0,856353033835272;0,800781549894446;0,48354395895108215;0,920264398844431;0,246114114956758;0,920264398844431;0,800781549894446;0,705943343306470;0,642162754422764;0,0158799281717923;0,01096725973892084
glmStepAIC;rose;none;0,2550428690552182;0,610317830199135;0,721904747208889;0,601645888458954;0,734853771338112;0,22006823416908394;0,833358034558502;0,752160468942135;0,60602382512332464;0,934267132364960;0,247344965651078;0,934267132364960;0,752160468942135;0,663080599190483;0,679092147032730;0,0195582770521300;0,00521969434677390
