id_grid;fila;risco_fila;testes;positivos;total_users;total_risco2;total_risco
0baa9115-afd9-47b8-a7f9-cfe5bb71fccd;4;3;;;4;0.75;0.75
9d861cfc-fbdf-49ee-a6ca-e6c69bf238b2;4;3;1;;5;0.6;0.75
9d161ee8-80bf-448d-bd23-58d3db59dba3;1;0;;;1;0;0
f79c9ddd-fe35-40cf-b1f0-8bd349dde877;12;7;2;;14;0.5;0.58
f0228991-44c6-419f-8722-dcfde799ab87;1;0;;;1;0;0
dd1b74e3-9d2e-4139-bbe5-4cea1918af93;5;2;;;5;0.4;0.4
1510f192-6eed-43d6-ac56-0facab7d1913;1;0;;;1;0;0
a64ed860-4c1a-48cf-ab80-930850f16021;1;1;1;;2;0.5;1
017b761d-82aa-4a1e-b702-fd6bb37baa35;14;3;;;14;0.21;0.21
d6b2368b-4b56-450b-88df-31b971e615ad;1;0;;;1;0;0
b8da636e-4d2f-4939-8906-303adad35cf2;1;1;;;1;1;1
ac8070c9-a996-40de-b736-db2e5cc8a925;5;2;;;5;0.4;0.4
ebf090a9-09af-4b4b-b9d3-a1a2869801b8;1;0;;;1;0;0
62835d08-d932-4e1d-9e08-68fc2588c216;2;1;;;2;0.5;0.5
12a06abb-f1d5-4d76-b0e7-2e739f5fb0a9;96;29;2;;98;0.3;0.3
e6a103f1-5a7d-4c82-ba9e-78e9f96c427f;1;1;;;1;1;1
b94bf80f-4d48-46ca-b536-9221f776d663;1;0;;;1;0;0
a030a578-d6b8-4646-bcec-7f43706ae47c;35;15;4;;39;0.38;0.43
b9356ccb-ef08-4a98-b0b8-d467dc8c64e0;1;1;;;1;1;1
9fed02e6-67c0-41d9-acfc-cc5e6d4ff892;6;1;;;6;0.17;0.17
0d3984be-9ade-4e69-acd9-bb9b02d5c59d;1;0;;;1;0;0
a9751e96-c9a5-4f44-a548-3cee8abb2264;14;5;;;14;0.36;0.36
bc33486d-4fb1-443a-a164-67bf0d0546b3;16;6;2;;18;0.33;0.38
ece88739-0770-4897-b2df-9e9f16e414c4;1;0;;;1;0;0
a06efa6b-ecc5-45e0-bc15-1f0b7bdd0ea5;3;2;;;3;0.67;0.67
c08fde7b-023b-47c5-ac4c-6e0c2977db44;13;4;;;13;0.31;0.31
97909da4-fa73-4745-9c05-f1739b1fbd6b;1;0;;;1;0;0
b6f916b5-f5c5-412b-80af-b8fced5e34cc;1;0;;;1;0;0
1ea60f8f-4627-4fc6-8bd7-22dd421febdf;1;0;;;1;0;0
a674efa6-8605-4818-b1f3-56ad07e09cd6;1;0;;;1;0;0
b48dba6a-a0c5-4fca-874c-282a229592d0;1;1;;;1;1;1
8539bdec-0169-49c2-8096-a933283ca752;12;4;1;;13;0.31;0.33
64cbc201-1bcc-4d03-8c68-af4ac2c08059;1;0;;;1;0;0
2667ef2a-5135-4283-a432-3794387d5ef9;8;1;;;8;0.13;0.13
a9565e40-b8dd-4764-9614-c0dda8a3180f;5;5;;;5;1;1
bf1d6182-628d-4c30-9d5c-0f74f3f0a843;17;9;;;17;0.53;0.53
910f563c-467a-4674-bf5c-1a049147547e;4;3;;;4;0.75;0.75
55a4c422-e013-4026-be14-d4dd22836b7e;1;1;;;1;1;1
4a97d750-4159-4035-8e46-4b2336ac39ac;1;0;;;1;0;0
bd8a00f9-acd2-4d58-a268-056d793abc71;1;0;;;1;0;0
257d83da-8cbb-46e2-8277-b8f060318e8b;1;1;;;1;1;1
c8ea2948-86d7-4d5d-86db-f1ad94822ae0;3;0;;;3;0;0
6ddd5ecc-667e-4768-9878-52421b6fd315;1;1;;;1;1;1
12eee1a9-fd15-46fb-9bc6-0abe05ae8417;1;0;;;1;0;0
51fe75a6-ea30-4f6f-bf8f-d79105efadf4;1;0;;;1;0;0
c8aae879-fa97-4b37-b225-1700fd8a5e0b;2;0;1;;3;0;0
a838ccde-3d4a-4bf3-93b0-75eab69129e6;22;14;4;;26;0.54;0.64
db98ef06-e41b-45ea-a986-6e2e7c8aa7de;39;16;1;;40;0.4;0.41
dd7f6631-d899-44c2-bf40-4b6b9180e3a8;15;9;;;15;0.6;0.6
e758e1e5-b6c5-45b5-a1d3-617a17aaf0cc;4;2;2;;6;0.33;0.5
23bafd0c-4786-44db-9a6e-330aedc19246;1;0;;;1;0;0
1b553c19-2de4-4824-b744-85a558bddfcc;1;0;;;1;0;0
0701c386-da3b-4792-baea-3e93a4f0a34c;1;0;;;1;0;0
8a05d5a3-1948-49b2-a210-dc8f9b4c53cf;36;5;5;;41;0.12;0.14
2e9b853d-5b4b-4525-b4b9-401591cc2a80;3;2;;;3;0.67;0.67
818bb7ff-f769-48fa-a764-d2eef0ab66fe;24;8;4;;28;0.29;0.33
0834979d-c96c-4554-aedf-94afeff66e1b;2;0;;;2;0;0
56e0ec66-f172-48b2-93a3-dd23ba817432;32;17;;;32;0.53;0.53
51d6fdc2-900e-4bea-9fdc-02899920ce18;17;5;;;17;0.29;0.29
0fb3a0d1-5c56-4f64-861f-fa821f0797a0;1;0;;;1;0;0
19ed6e25-834e-4742-80c9-f0606e078ed3;13;2;;;13;0.15;0.15
c497593b-a6f6-4a34-a85a-d70a052a234c;1;0;;;1;0;0
f77053d3-5502-4d6b-8718-7185d4b24d75;21;10;3;;24;0.42;0.48
3b4d3bdd-e667-43fd-9341-50f41709a641;1;0;;;1;0;0
735cebbb-7208-409d-91a1-30c6db58aba1;15;1;1;;16;0.06;0.07
fe9731db-e697-4052-94d6-b2ce8a743d24;1;1;;;1;1;1
a39b2fae-ea9b-4434-a751-b1fa1e995cfe;1;0;;;1;0;0
b62426ac-5d1f-4877-9a71-3a354f8f9c36;16;6;1;;17;0.35;0.38
2b7c2130-9125-48a6-b198-c8e24ac40962;11;7;1;;12;0.58;0.64
5c1db759-cb09-4863-a752-4e77a5da9100;8;5;2;;10;0.5;0.63
30c43656-3e47-48a6-9bf1-53ce8e78b42a;3;1;;;3;0.33;0.33
77caf0cd-0726-40db-86a5-3e5d6da275be;26;4;2;;28;0.14;0.15
9a4567ca-a7e9-4241-9bf2-faa3cd3b0da9;4;2;1;;5;0.4;0.5
29bab1d4-7024-403b-a9d7-3c6ef213db77;1;0;;;1;0;0
ee0e0651-dc08-4b82-86d5-6feceb7a6424;69;12;27;;96;0.13;0.17
8a9513c5-efac-4a33-b3ec-5a7394e1412a;35;17;3;;38;0.45;0.49
f1fd41ec-191a-4c24-b84e-e581b56a3342;1;0;;;1;0;0
8442e7ea-1972-4fb5-ac2c-50096bfac0f1;2;2;;;2;1;1
c64d5ce0-879b-48d1-ba0d-405ba6081a15;2;0;;;2;0;0
6148b1ba-ce99-444f-b0ac-4d99a0e53db6;14;8;1;;15;0.53;0.57
0788bb24-bf48-4bea-a0b3-1996ded736ad;15;8;2;;17;0.47;0.53
527b12c9-bd9a-423f-9eb4-c06327c74b3c;2;1;;;2;0.5;0.5
6f2fc924-6ebe-4182-963c-cf5158e312e1;4;0;;;4;0;0
010526e7-de89-40df-9490-fb3de9f0e3b0;42;9;3;;45;0.2;0.21
d34bdd59-819d-4cd4-8ec7-2739ce282961;6;2;;;6;0.33;0.33
045f423d-9ced-4916-bd63-64b4b1f38914;3;1;;;3;0.33;0.33
0ea77802-762b-4a33-9a85-be8ebcb1abcc;4;1;;;4;0.25;0.25
3b9dc578-5fb4-4cac-a423-6fba323a0182;5;5;;;5;1;1
b5f3b43d-5905-4198-bb69-d8cf914132c2;1;0;;;1;0;0
4f0e5c48-3869-4de6-a961-0ec8a7417784;7;5;;;7;0.71;0.71
49463db5-5b5f-4812-a50b-2b3e5230ac64;8;6;;;8;0.75;0.75
f70cb3c3-e1f9-4395-8989-3199f17cb128;6;4;;;6;0.67;0.67
89571981-2efa-459f-9dc9-d12d435bd12c;19;12;;;19;0.63;0.63
46fec347-1206-469c-801f-27b03088d3a4;8;2;2;;10;0.2;0.25
f233943f-a7c6-4e74-96dc-3e9816821b02;13;3;1;;14;0.21;0.23
0dd676f3-99af-4b45-8d1d-c926bf3a8ecd;89;40;18;;107;0.37;0.45
35ea435b-8c17-4566-b7da-59d02eba56d5;1;0;;;1;0;0
c020b29b-dc16-49c6-b89e-6793a0688d2a;15;7;1;;16;0.44;0.47
3b3dc8f3-6f20-44f2-8342-85413f68b736;38;16;2;;40;0.4;0.42
3866f4b6-b995-46be-8fe6-383883d466dc;4;2;;;4;0.5;0.5
50201a4f-21a9-444a-9ea9-01a612ca32ec;3;1;;;3;0.33;0.33
9fa04838-2e4a-4004-9aca-8f71368ac173;13;5;1;;14;0.36;0.38
f396dc02-8693-4091-9182-0cc242361a1e;82;13;1;;83;0.16;0.16
2f27f35b-1894-41bd-93c3-ec8fdd84b166;1;1;;;1;1;1
b5c37606-2999-4aaa-bbc7-1d67aa51faa9;4;2;1;;5;0.4;0.5
6e1fcc4b-01a7-4ca1-a07a-3664d06f284f;1;0;;;1;0;0
91f428ba-4853-447e-95bc-2a8659b16690;1;0;;;1;0;0
d4dc796e-93c7-4849-af87-33a3e565fb94;61;27;3;;64;0.42;0.44
ffaf4588-30b2-4f20-a738-33421a652aed;8;4;;;8;0.5;0.5
d6c0e54c-1986-4e01-9e19-f0390db983ea;4;1;;;4;0.25;0.25
e411a1e1-4e62-492c-9bc5-dd57958734f8;17;7;2;;19;0.37;0.41
bb061c91-f4e1-480c-b566-a7d8563109e8;25;17;4;;29;0.59;0.68
6494b5bf-93f8-4f29-93a6-68a825106cc3;1;1;;;1;1;1
4e99e08a-e809-4f0d-a7fd-4aba535bad55;1;0;;;1;0;0
30d265df-57b2-44ed-9079-30f2c9332e95;2;1;;;2;0.5;0.5
188ff6ea-f7ad-4ec5-81cf-f538599927ce;15;9;1;;16;0.56;0.6
9b59d06e-d13b-43e2-a41f-4f16bd43efe0;1;1;;;1;1;1
c70f2481-9d4d-4ee3-8295-c0343824a556;1;0;;;1;0;0
361527fa-d074-4f20-9e25-d3bebd810ab9;2;0;;;2;0;0
71a859be-9d38-4598-af1f-592e8c0a4e40;10;3;;;10;0.3;0.3
8b11039d-ea89-4bee-8f12-733d5731e9d7;1;0;;;1;0;0
61d9da46-884e-4896-a8cd-ab6f9ec6dbd7;1;0;;;1;0;0
bb12e216-d7d6-4d79-8aa0-7903fca314ac;2;1;;;2;0.5;0.5
195f1cc3-f9b3-4251-b8fe-e7980aad7bee;5;0;;;5;0;0
b456cb02-9301-4057-bd6b-fe5dfeff173f;106;21;7;;113;0.19;0.2
5d20af5e-590a-46e9-943d-c2b062756589;3;3;;;3;1;1
bb7fdf1e-e228-4022-9386-b6cc08b7e355;1;1;;;1;1;1
c431e4ff-be68-46b9-8688-7f76aa8a27f0;67;22;18;;85;0.26;0.33
39f937c1-b8d4-4b59-8dd2-ac7e4828da31;2;1;;;2;0.5;0.5
f17cdac5-6e3e-4532-8ba7-e2c1a592b542;1;0;;;1;0;0
a0616f2a-251c-459c-ac33-58ea1d02d74e;36;16;;;36;0.44;0.44
c4c3426e-3a41-442d-a294-f61ae78d2ab5;3;1;;;3;0.33;0.33
c0de52bf-04c0-4d40-9e6b-0c4e5f239540;1;0;;;1;0;0
c16c8e08-74bb-4acd-8a60-513fd922dad5;3;0;;;3;0;0
66aa3faa-c03c-4719-98ce-2aa506c82145;3;1;;;3;0.33;0.33
ee2aca5c-b19e-4255-9e86-e4ae5eb6e5ea;19;8;1;;20;0.4;0.42
f08573c0-a915-4c2d-a81f-d7b0727f22d6;1;0;;;1;0;0
2e5625ff-1fe6-4e83-9a19-15e894012913;4;2;;;4;0.5;0.5
1f03a2e3-a7f1-401c-af16-43654e524cfd;1;0;;;1;0;0
d85dbd36-5209-48fe-ba3e-2fe6ebeee016;10;7;1;;11;0.64;0.7
a7edfcd4-2afd-4849-8817-f54be2e346bd;48;17;3;;51;0.33;0.35
0fd53e40-df5c-41bf-b66e-c94d387460d4;3;2;;;3;0.67;0.67
a7538a69-c853-4d73-a6c3-2299dc42f838;6;1;;;6;0.17;0.17
8b6a351c-4055-408c-b98c-62350c88263e;1;1;;;1;1;1
5514ce01-37ad-4812-90f1-730ac728f439;3;1;;;3;0.33;0.33
44ecb6d7-c40f-4c89-8c93-fe5dbd787fd3;23;4;2;;25;0.16;0.17
b109b253-6236-4b29-923a-c328cf3a80ae;1;1;;;1;1;1
5e8c9b6e-bbe0-4448-8eda-658f73c50f84;1;1;;;1;1;1
ff63c375-8362-4447-966a-963d6d597075;2;0;;;2;0;0
e8a86c6c-5eb7-4d34-afd7-bb52d3ad9740;15;12;1;;16;0.75;0.8
ce8c1fe0-7651-452d-8f11-2479fdf44bb0;1;1;;;1;1;1
48a6248b-6749-4447-8581-ba8061fd31cb;1;0;;;1;0;0
e1b8909a-0045-42b0-b018-4f93e918f075;1;0;;;1;0;0
8dd2b322-371c-4582-aa2f-4ff920c86271;2;0;;;2;0;0
1154f404-6cdb-4fc8-bc3b-9d226e0dd06b;1;1;;;1;1;1
67aace30-2cae-4620-b398-858eae41f692;7;1;;;7;0.14;0.14
a483db83-99db-451a-9ef2-6e9e2c8e7f4b;6;5;1;;7;0.71;0.83
a48b3609-3daf-4582-99e5-a5c1e0c638fd;1;0;;;1;0;0
ec68e922-24f3-42e6-96f3-d4bfc4aa4700;1;1;;;1;1;1
39aa6cd9-83ee-49d5-96fe-e8b46c65adb1;2;0;;;2;0;0
b4e173c8-72fb-4a19-abf1-ca4c0d534e4b;4;0;;;4;0;0
2d7ffd5c-e825-4b3d-9e57-4e3b7c823ed5;1;0;;;1;0;0
2453ac67-5c08-450b-bf95-6167b92682e9;3;3;2;;5;0.6;1
cbb61b72-d50c-4fb1-bf90-637a1a1b2364;1;0;;;1;0;0
fd20a917-142f-41cc-aeff-659da0ff4499;2;1;;;2;0.5;0.5
54807851-86d8-429d-b993-13e2ff20f10f;1;1;;;1;1;1
55581133-fc67-47b2-ab1c-9873191285ef;3;1;;;3;0.33;0.33
a14c30c1-7af0-49fc-bcc8-b1bba6ed01c7;69;31;15;;84;0.37;0.45
11abc645-b5fd-4972-976e-afd7bf5c3c23;1;0;1;;2;0;0
8e79be35-354c-4aee-9e6e-55d2207736f5;25;8;;;25;0.32;0.32
83e8257d-bcee-40d0-a742-e52897e89135;3;2;;;3;0.67;0.67
ced6955a-3bce-468e-bab0-bff1102134bc;1;1;;;1;1;1
a36d4553-5c85-42ce-9040-1b4e939ec8ff;1;0;;;1;0;0
6405cd51-435a-453f-81f9-f3a65a055c64;2;0;;;2;0;0
7424bc4e-4fe9-4265-ac28-2917573e703a;2;1;1;;3;0.33;0.5
a44a0056-4828-4f31-b472-1071c3e24793;1;0;;;1;0;0
a9c71442-a2dc-4405-9cf8-87374cc60e7e;12;4;;;12;0.33;0.33
1a4b00ef-1011-4f01-9ee1-f8dceffd8857;35;12;4;;39;0.31;0.34
d24a182b-6a9c-4796-888b-1d6462b825a6;1;0;;;1;0;0
30ec1303-64a0-40ff-a858-2aa89597b9f0;1;0;;;1;0;0
b81d9e2d-8d32-4bd9-a192-a77e7c91c08b;24;8;;;24;0.33;0.33
7f002690-c898-4e11-ab1c-eb6652c62ef4;1;0;;;1;0;0
df872fb5-ab3e-4ad0-9bc0-ffa22e464f1c;9;3;1;;10;0.3;0.33
cc2671c3-3349-49d1-88b3-da6f29fca996;2;1;;;2;0.5;0.5
7fb5761f-b716-4caa-92c7-5260b349f771;32;11;7;;39;0.28;0.34
f2d195cf-54bb-4afc-9b15-4e23f4c46d70;68;29;6;;74;0.39;0.43
cd802437-0b30-444c-8907-cdc2ffd2edda;21;12;;;21;0.57;0.57
9d37aa40-975b-4719-8c69-4df158948651;7;3;3;;10;0.3;0.43
c50c0dbe-ac3a-42b7-b771-9f2b11b1d6d3;1;0;;;1;0;0
05e83c1b-93fd-4bcd-9ff9-4e2bf408ac31;10;2;;;10;0.2;0.2
f2cc5c20-8c08-433e-a66f-9178a352e48c;48;15;;;48;0.31;0.31
daa4cafe-b632-42a4-a697-9f644ec10fc8;12;5;;;12;0.42;0.42
4377c330-28f2-49ae-b71e-413c55fea545;1;1;;;1;1;1
9ce75c55-727a-47ad-919d-2e94b872fae7;1;0;;;1;0;0
d9db7127-8285-4e20-8e04-725435d7f321;1;1;;;1;1;1
696ff2d1-ff9b-42e4-8842-e04394e07695;1;0;;;1;0;0
39cc9a5a-fd29-4253-84e8-0c72ccfb9e64;1;0;;;1;0;0
27cf7e04-3da2-467c-9ce3-b442a3711753;11;2;1;;12;0.17;0.18
7aafaefb-ac1d-4dc1-9e0d-eee4eab17ad8;28;10;2;;30;0.33;0.36
0e4f8db1-fe94-41b0-a074-196761c245f5;4;3;1;;5;0.6;0.75
b5234a1e-b00c-4834-ad10-0fbfbda5a839;2;0;;;2;0;0
a325df70-e46a-4710-a913-8106a0906cac;3;0;;;3;0;0
6c8c52a7-5338-45f9-b858-0872aacc2078;20;9;2;;22;0.41;0.45
c6aaeed9-226c-4509-bfc7-af5478b28fbf;2;0;;;2;0;0
d2c46af3-c360-4c7e-bc3e-f00c3cea38e4;14;6;;;14;0.43;0.43
05ef67e4-c476-4956-bee5-2824c6472f37;30;10;2;;32;0.31;0.33
e47d46f6-ecda-45c8-af80-14704070c13f;4;4;;;4;1;1
da5a7ea2-cecd-4deb-a91f-961a38b9d20a;6;3;;;6;0.5;0.5
6b0e14c2-c9c5-4e4e-8791-407a281276ec;1;0;;;1;0;0
da87ed3c-5b2d-4c4a-9954-f5ae571384bf;4;0;;;4;0;0
a3b09bf0-f94f-4be5-919f-5b6b9c41a513;1;0;;;1;0;0
4a1eca81-1955-407c-8729-aebcd6fbb197;1;0;;;1;0;0
f63d6e97-e814-4373-8f4b-6628783a2d80;2;0;;;2;0;0
980f1359-156e-428b-9d96-2b9af2007e3a;1;1;;;1;1;1
8b549a9a-219a-436f-a667-45138498eaa4;1;1;;;1;1;1
0287c14c-7553-403a-a13c-b8ffff981b45;2;1;;;2;0.5;0.5
2a6fe40d-4ed1-465e-a4c2-0919e3979ff5;1;0;;;1;0;0
3994a950-7021-42fa-aeb0-eb6d3bca9516;2;2;;;2;1;1
7486ab51-da20-4758-8656-599d53c659d5;11;5;1;;12;0.42;0.45
d4fd7659-3716-400a-a895-69555217d043;1;0;;;1;0;0
99fbb56f-b1b0-468a-b093-f7cd8d87c641;61;16;6;;67;0.24;0.26
e5eff16e-794b-4155-9fa5-557fdba9cfe6;7;4;1;;8;0.5;0.57
7fa1cbee-1603-4bbc-bb64-fb9b39370f50;1;0;;;1;0;0
2d10783e-b2eb-4cc9-9c1b-5f21598ee1d0;7;0;;;7;0;0
20eba976-5d6f-4b7f-ae66-e5350b186523;1;1;;;1;1;1
e3ed9a27-d254-4d07-a861-f0e817aa4512;1;1;;;1;1;1
30ae7285-86d9-4789-a45b-2343fcae8ccc;21;12;2;;23;0.52;0.57
67e3437c-66f4-4944-8aeb-401840c37833;6;2;;;6;0.33;0.33
50e3f539-f639-4600-9aa9-f8156cc52169;2;0;4;;6;0;0
93864755-04c2-4f25-b1ef-2072c58fe658;149;49;20;;169;0.29;0.33
0961f0b1-e4e4-4e90-ab87-38c59d5da75a;3;1;;;3;0.33;0.33
65fdf3f1-af3f-4b4f-9f34-9bc6080bb11c;16;6;;;16;0.38;0.38
974d2f7f-d176-40d4-aff6-cd81462de416;8;0;1;;9;0;0
a23b4004-8bc2-42f6-8d7b-29ed4dbb279f;6;0;1;;7;0;0
d395f55d-099e-48cd-9ad2-e48adfc19aa6;18;9;4;;22;0.41;0.5
4401120f-9525-4d33-b4c6-5b6fc3049f2f;1;0;;;1;0;0
9f4a0d67-de93-4fc8-a7d5-2139bbeb3da3;4;0;;;4;0;0
f4e4153b-b5c7-4dc6-8314-26656ccf0d6e;2;0;;;2;0;0
f4f95f8f-799c-4c38-8002-b471735a1f81;1;0;;;1;0;0
22ac1435-99e3-4f35-aed3-e2308d68a844;39;16;3;;42;0.38;0.41
c66e624d-d4b4-4963-a114-8413432f6851;16;3;2;;18;0.17;0.19
1635e9a6-263b-465a-9711-aa49e4ede287;7;3;;;7;0.43;0.43
f1683c52-9dc5-4fc3-9982-cc7df6addd4b;2;0;;;2;0;0
ca9ed442-b609-4c40-9e0b-f9c5f1e4918f;3;2;;;3;0.67;0.67
bccc3fe8-1226-425b-a768-300c0a8560d8;20;11;;;20;0.55;0.55
875b03a6-8e8e-449b-955b-07717ff43831;2;1;;;2;0.5;0.5
a6124ae6-e845-4776-8d24-a56b9b26b529;1;1;;;1;1;1
18d5a3ad-0b69-4530-a55d-283f1656b402;2;1;1;;3;0.33;0.5
eac40ef1-bea7-43f6-a672-8b1a9ce613fc;16;10;2;;18;0.56;0.63
00e52fcc-5909-4b9e-8c58-b3e6cf8bbb97;2;0;1;;3;0;0
e69340cf-3012-4ec9-a413-c7d1d487c5e2;1;0;;;1;0;0
c6b64cf1-c532-4d04-9949-abbe90caf0d4;30;4;2;;32;0.13;0.13
965a5e22-e93c-404c-b679-efdf447d34c5;10;6;;;10;0.6;0.6
48e3d3dc-2ed1-4b96-a8d5-dae162bef85c;2;0;;;2;0;0
dbc5f40c-9371-4ad2-8018-dbacc639b153;10;6;;;10;0.6;0.6
25692e22-85ad-40f9-974c-28d81eba088a;6;1;;;6;0.17;0.17
cc4ba2fd-25be-4dad-9446-dc6287787853;1;1;;;1;1;1
30881159-1bd2-4749-b854-5730d6b904b3;1;0;;;1;0;0
4947a9c1-c667-45ae-996a-2dbf6b00ca94;5;1;;;5;0.2;0.2
fe3f744c-8366-48a7-87f3-12fefa556a7f;1;0;;;1;0;0
b06d70ea-dda5-41bc-912a-5c0c1d644ef6;2;0;1;;3;0;0
d9b8feb1-c394-4b9d-b122-6e2730b958f2;11;5;2;;13;0.38;0.45
b9fbb081-3069-4792-b15e-5ca364661edf;4;1;;;4;0.25;0.25
e712e171-458d-4e63-a398-9137675ca8ea;1;0;;;1;0;0
b39db080-8025-4fcc-8905-fb9bf69fa401;5;2;;;5;0.4;0.4
f23f9805-b3bb-411e-bcc8-911a6608c29f;1;0;;;1;0;0
71305a23-ed1e-43f0-900c-f298303b947c;67;28;11;;78;0.36;0.42
77539e2b-b17e-4bfe-bc3e-41ffd182d41d;2;2;;;2;1;1
dd18263a-9189-4223-bac1-7d277a724772;19;6;;;19;0.32;0.32
b6a6a144-5084-4e0d-9056-890075904357;38;19;2;;40;0.48;0.5
f59a01fd-ef82-4e7c-881d-5cc4ea1877be;5;3;;;5;0.6;0.6
185dae0a-db38-47c4-8276-899c3f380757;1;0;1;;2;0;0
16f1f155-083d-4c6c-ad09-e714d2cf3fed;10;4;;;10;0.4;0.4
08540b44-dc1e-4ecb-ba9b-4ab62b3cbc93;11;7;1;;12;0.58;0.64
c8970e12-a2e3-4db3-9b2e-19046ea1aaca;4;1;;;4;0.25;0.25
74c65897-332d-4a94-b16a-abb8263a389f;1;0;;;1;0;0
69a8259c-51f2-4328-9c58-307d96b33677;5;2;;;5;0.4;0.4
c8537bf4-3bb3-486f-91b0-05368e4bb50b;30;6;;;30;0.2;0.2
1e1e8e0e-f810-4b65-adb7-53bd02a83151;1;0;;;1;0;0
cb4caa01-ab8f-4f35-ad56-11a7aed906da;1;0;;;1;0;0
7862c066-fb1b-4490-8b93-f2d6076e599b;1;0;;;1;0;0
0144f67c-35d1-488a-97f3-47305b2f3f22;38;17;6;;44;0.39;0.45
643ccd06-0e96-47e5-a19b-d707acd25151;1;0;;;1;0;0
6e4e205a-dba5-4501-a7bb-7923558ec402;2;2;;;2;1;1
0fda9b6c-d834-45c1-895f-3b28ceb20c82;75;9;6;;81;0.11;0.12
c802c91c-e67d-46c7-9c22-8e6e104b6f3c;25;14;1;;26;0.54;0.56
38582dc9-3ba3-49c2-a3de-9bfba998d08d;1;0;;;1;0;0
1d45407d-a398-4481-982c-b6915d0cde75;5;5;;;5;1;1
9f91359a-7fd1-4285-ad23-c0d272d75fdc;44;13;2;;46;0.28;0.3
49ac064a-7bb8-4ac0-87bc-97865e3ca14a;13;3;;;13;0.23;0.23
3075d17a-4023-4c4a-9332-c4b804fbe036;3;0;1;;4;0;0
dabcdaf8-e3eb-45eb-9a57-1f37eb031bc1;5;1;1;;6;0.17;0.2
ab6ee3de-422d-4fa7-aca4-8c4980a6687b;9;4;;;9;0.44;0.44
4aa32b08-0afc-4d0c-951d-f6c575d0d5bc;1;0;;;1;0;0
43cb383a-17a3-44d1-bd86-3cd942891458;2;0;;;2;0;0
fd62a80d-ba38-4c14-8480-b5047be674ab;4;3;;;4;0.75;0.75
2aab7080-cd0d-4f28-8bdc-8b64d1d50908;1;1;;;1;1;1
07394b4a-c37e-4f0c-b19c-9319b06f0adf;6;6;;;6;1;1
d09f690e-b7d1-454a-9b67-abe50e45e2d2;5;4;;;5;0.8;0.8
04ef1708-ecf5-4113-8744-0f0a7bb56bfd;43;22;4;;47;0.47;0.51
67587874-9523-4a7a-8a26-342fb6dfe438;1;0;;;1;0;0
dee4d0a5-e523-4f33-a3d3-5a028ec3e325;2;1;;;2;0.5;0.5
e7dffb51-267f-4090-a37a-264160e9fa0c;1;0;;;1;0;0
01d6d7ae-f095-424c-abf7-380ef31734c5;1;1;;;1;1;1
95dab31d-41a3-43e4-ac32-d7b6cea39aa5;15;8;1;;16;0.5;0.53
8ce2d555-0e01-4960-a8fd-541664f02ffb;1;0;;;1;0;0
158d5061-405e-46cb-85b5-cb787024ae80;3;1;;;3;0.33;0.33
c336a9ac-99a5-4229-97b2-1bea3705842f;3;1;;;3;0.33;0.33
cf883f34-4d25-42d1-8b47-a9ddb78d21d8;1;0;;;1;0;0
314d0910-1c1b-4fd1-b13e-0a3dcecd01bf;6;5;1;;7;0.71;0.83
817faeb7-061d-49ef-a5ce-a0396076f200;13;2;;;13;0.15;0.15
12d005b0-9010-45f5-80a3-bce21586a5b0;5;2;3;;8;0.25;0.4
92363e05-47ea-4ba6-bb37-67008bd48365;7;3;;;7;0.43;0.43
5d5aef8b-ee0c-4572-b70d-dfe4895edf66;8;1;2;;10;0.1;0.13
5222c73d-16d7-416f-a859-5348cda32030;1;0;;;1;0;0
5e4f6021-cd1c-422a-85b9-ad277c036c2f;19;7;;;19;0.37;0.37
88190d0e-d246-4d43-812d-39dd53464df3;26;7;;;26;0.27;0.27
88dd396f-a9a9-4ca1-a001-5f78cfa99737;1;0;;;1;0;0
290270bd-d3c6-45d6-9351-ebe773e8cdf4;12;9;;;12;0.75;0.75
ba095dcf-5e00-4760-9547-da1dcc8cf5cc;1;0;;;1;0;0
de4da910-986e-4aa4-b078-02489ca5ada8;5;2;;;5;0.4;0.4
83fa6388-cb00-48e0-aa31-4f72da80e90a;28;13;1;;29;0.45;0.46
a536ab5a-aa4a-4a07-88aa-8ff35748e606;1;0;;;1;0;0
b3ada758-ce4f-4841-900a-aa1900fc0cac;1;0;;;1;0;0
e90e28aa-dc2f-4f99-9252-e927cf570bd1;1;1;;;1;1;1
01d2ed25-1557-4820-b1ed-7612895b6834;2;0;;;2;0;0
7a06d836-68f2-40e1-a937-7b08251cbe72;15;7;1;;16;0.44;0.47
61ab05eb-46b0-4f0d-8e86-a47fc1d65ed6;30;8;5;;35;0.23;0.27
e0d770e1-8456-41ac-b85e-024fdd8d7e11;1;0;;;1;0;0
1d5d5810-2459-4de6-befa-c9804fdab45d;2;0;;;2;0;0
462c2594-86c2-434b-8391-66848b82e242;1;0;;;1;0;0
7227dddf-9acf-449b-9539-64286a0e246b;9;4;1;;10;0.4;0.44
cb64e038-60ee-4b45-a57c-a18e434b66a5;1;0;;;1;0;0
c5c38c16-6cce-47b1-8360-91765532fb81;4;1;;;4;0.25;0.25
1b3ca96d-c0ca-40f0-b611-691809efdc4e;1;1;;;1;1;1
280ca511-19db-46d4-ac67-37b31882290a;1;0;;;1;0;0
efea16ca-7256-483f-9e5f-5b266c11820e;3;1;;;3;0.33;0.33
