id_grid;fila;risco_fila;testes;positivos;total_users;total_risco2;total_risco
d3e909bf-9e95-4ec8-94a3-8dd7f057dc1b;225;82;26;4;251;0.34;0.36
d40194dc-3e1a-4d3e-9b9e-a5d0980c6d96;43;11;14;2;57;0.23;0.26
d4059d38-36fd-4556-b751-92f2d943b06b;280;68;226;13;506;0.16;0.24
d428fefc-a772-46ef-bc48-e8cfd3ae601e;51;23;12;2;63;0.4;0.45
d4298abc-9db2-4075-b488-89efb8bf10a2;10;6;2;2;12;0.67;0.6
d43ba18a-b124-4f09-ae7e-19977c410e19;18;11;16;9;34;0.59;0.61
d4623374-d4b2-4b42-9f1a-507831e3586a;47;9;11;1;58;0.17;0.19
d46f97b9-b5e1-4769-97ea-573a6ba09817;127;55;21;4;148;0.4;0.43
d47a2037-3c21-4b1e-9ac5-b2b05204690f;26;11;5;1;31;0.39;0.42
d490d127-567f-4115-95dc-1d4c5445dbf2;16;6;2;1;18;0.39;0.38
d4ac6f6b-fcc4-4004-971c-0ec1d4e4b507;69;40;23;4;92;0.48;0.58
d4c6a834-2bc9-4ce5-913b-311fb320a6af;46;16;5;1;51;0.33;0.35
d4e2263f-0550-4fb1-8ecb-0b5bc34088b7;37;16;4;1;41;0.41;0.43
d4e30be8-0b6b-42ae-8bfc-e81103866ef5;39;8;8;1;47;0.19;0.21
d505222f-b326-41bc-88f6-576094cc6450;12;6;3;1;15;0.47;0.5
d51d81bd-f74d-4e6d-b861-2bea8fcb17db;12;4;2;1;14;0.36;0.33
d52a4a38-93fa-4ec6-b03d-83fd9dc161f7;7;2;2;1;9;0.33;0.29
d52feccd-879c-421e-8e4e-4d256fda8111;13;6;2;1;15;0.47;0.46
d56b8ee6-9741-4d14-9a7d-f4e011df7b1b;62;31;9;1;71;0.45;0.5
d570d867-5ac0-43b2-8da1-4fbeaff45931;179;65;39;4;218;0.32;0.36
d5773bc2-79a9-4b3a-a401-0c27be743c0f;38;11;9;2;47;0.28;0.29
d5784afb-117a-4a95-8ba8-e59d04dec27d;14;6;8;1;22;0.32;0.43
d5d87e69-d19a-42a6-98f4-b61bb554b6c9;279;77;61;2;340;0.23;0.28
d61b2fc1-a0a6-4664-99f1-ebd33ea30122;150;38;51;7;201;0.22;0.25
d6439b07-c60f-489b-9018-5c6fb307bdf0;30;20;8;1;38;0.55;0.67
d6441b46-e736-4527-be0f-9871bc7dc997;15;6;1;1;16;0.44;0.4
d66ec054-35a7-437b-a755-4bced24dbee0;22;11;12;3;34;0.41;0.5
d67e406b-2816-4adc-be43-86cf6bec11c4;35;20;3;1;38;0.55;0.57
d68513f8-6ac6-4f45-810d-a10cd8dfdcc3;28;20;7;1;35;0.6;0.71
d687c624-c69b-4d0f-8977-485f3d3ca753;72;26;8;4;80;0.38;0.36
d69348ae-7655-43c1-8690-bafe52a201c0;86;29;15;3;101;0.32;0.34
d6af1251-4e0b-404d-8bff-516251751b41;17;13;10;5;27;0.67;0.76
d6d3f359-bff6-4fe1-86e9-33f9812bf386;13;8;2;1;15;0.6;0.62
d6eaaeac-f678-4bb4-a1c0-df1d39a7de73;85;35;20;3;105;0.36;0.41
d70b8231-0c6b-4671-9c62-deee8c09ebfe;412;84;64;1;476;0.18;0.2
d7577b04-708e-4c6b-8c63-c94a1628a53c;35;15;3;1;38;0.42;0.43
d763c53a-819b-441d-8f6a-88536eb42d1e;51;25;2;1;53;0.49;0.49
d7ada5e8-05a1-4960-a74f-45586b387f51;78;28;19;2;97;0.31;0.36
d7d3b57c-67c9-4b32-9e5a-5e7fb4d878a3;90;33;22;4;112;0.33;0.37
d8840968-e3a6-4e92-9bc3-1eca5dc544ac;40;13;11;3;51;0.31;0.33
d89063ed-7694-4cec-856a-d197837ccec5;8;3;5;1;13;0.31;0.38
d89a3766-f877-48ca-a4b3-bd082610a0e4;32;22;6;3;38;0.66;0.69
d8b182ac-9f8e-4b8f-8af8-37cc1ff0ee74;95;27;15;2;110;0.26;0.28
d8c1c932-efb6-4d55-bb39-bc4e61c5854c;4;1;1;1;5;0.4;0.25
d935f26d-2d8b-4d78-96b5-1135d7987e9a;32;17;13;2;45;0.42;0.53
d99b162c-9fee-4094-9fa0-01e833a47bab;66;34;16;8;82;0.51;0.52
d9d1d145-cc54-43ab-9c2d-190bc9b3237d;70;32;13;2;83;0.41;0.46
d9f95a5f-35bb-4181-be40-ebc5ef0dce51;53;20;3;1;56;0.38;0.38
da0805c7-81a4-48f7-a319-3ba42e918fce;17;3;6;1;23;0.17;0.18
da2fe241-956a-4a2b-bd14-3a31b9d352c2;63;27;9;1;72;0.39;0.43
da333e50-0518-4e5e-8ef5-aa9668a0c72b;59;21;6;2;65;0.35;0.36
daa16862-1fc0-403b-b096-584f72264c89;40;21;7;1;47;0.47;0.53
daba107e-91bf-41ac-8fba-ead494293680;150;102;11;3;161;0.65;0.68
dac279b1-0e34-4b1c-a67c-3b59c70049a7;1;0;1;1;2;0.5;0
db01c074-4478-4d8d-91d1-5a5caaf0d0fd;44;24;7;1;51;0.49;0.55
db18234a-d343-4cbf-bd31-a3dba76d365a;71;28;11;4;82;0.39;0.39
db278f73-7091-4f71-96c0-e14866c935db;123;41;75;11;198;0.26;0.33
db4f6b49-52b3-4788-a609-37ae82e1f261;61;31;17;4;78;0.45;0.51
db85808e-826e-4bd6-91f0-c7c6d57afddc;32;14;7;3;39;0.44;0.44
dbf054df-1358-4491-9425-96021f629d4a;139;41;50;8;189;0.26;0.29
dbfab2ae-4e49-4337-b570-ef67884fef1e;398;119;322;60;720;0.25;0.3
dc02fa1f-cca6-4d70-887a-1f469367d757;12;4;4;2;16;0.38;0.33
dc179ad8-0dc6-4df9-9118-28fc588747b2;114;33;25;4;139;0.27;0.29
dc5fd9e6-8b80-4af8-bfdd-f47dfa1abeb6;51;25;4;3;55;0.51;0.49
dc838e2e-03bc-4461-a44b-66093fbc9b20;10;6;8;5;18;0.61;0.6
dce8163a-96ed-4544-bc2a-312678ba65d8;174;61;66;7;240;0.28;0.35
dcf903ad-9539-4f23-9802-a51035b13e14;13;2;8;3;21;0.24;0.15
dd1c48b1-ae66-4568-8a44-f4c8878c083e;10;6;2;1;12;0.58;0.6
dd34a273-5746-40c6-be51-000748c26d07;116;27;31;1;147;0.19;0.23
dd39def6-10d4-4ead-b09b-78c64cc7685c;5;3;3;1;8;0.5;0.6
ddb2a300-2eef-42cb-8216-e7362d7bfb56;147;55;32;5;179;0.34;0.37
ddb376cb-d4e3-496a-85ad-f25fe0e7e933;53;12;24;2;77;0.18;0.23
ddd23ac0-e0c9-4739-8be2-b76e61e6574b;70;22;17;4;87;0.3;0.31
de003221-ce41-4c61-8a21-b327fa5a80b4;116;30;37;6;153;0.24;0.26
de29bfdd-fa53-4162-8898-a0f4001cc0cc;12;5;2;1;14;0.43;0.42
de38953a-248e-4a8d-a478-b6759b7e049d;337;116;65;10;402;0.31;0.34
de468965-778a-41ec-81d1-1d1c6f241e5f;88;50;17;5;105;0.52;0.57
de761cfd-9165-4a2a-abeb-6844cbefbcc6;27;19;5;2;32;0.66;0.7
de828692-0a6a-4034-8652-5fab8761a698;110;43;27;3;137;0.34;0.39
deb2d596-a11d-4d9c-a74a-fc03715ff21a;39;11;18;5;57;0.28;0.28
dec77cc4-c424-4ac9-94f1-320aec23fafb;10;6;3;1;13;0.54;0.6
dec93d5b-546f-4a2c-8ed5-0c7819aa177f;144;53;11;2;155;0.35;0.37
df0571ef-8a0f-4e56-80e3-698b089e6cdb;15;5;4;1;19;0.32;0.33
df0a1f42-2c73-44ec-9115-c746dfc0d2ff;14;5;3;1;17;0.35;0.36
df50b00f-d60a-4824-bddc-ef4639fe3b36;56;22;6;1;62;0.37;0.39
dfa2f8b8-7457-4cf9-828b-bc3d4f406df1;36;3;26;2;62;0.08;0.08
dffc9d53-4f3a-4691-b1e9-37b1b2f764c0;27;19;5;2;32;0.66;0.7
e00b9fd5-96af-45d9-8d3f-c2e7d6adf1a1;63;22;43;3;106;0.24;0.35
e0247cb3-9e08-489a-9311-f34deabb9d4f;43;20;1;1;44;0.48;0.47
e02fa168-0ec6-40c9-a5b6-ca2c828ad82f;20;10;5;1;25;0.44;0.5
e0435b24-87ea-4253-be7e-d2ad05db11b3;29;19;1;1;30;0.67;0.66
e07dfe96-72c4-45f0-88be-4571717997c6;121;42;72;4;193;0.24;0.35
e0820bf8-eba4-4eff-8861-5165c9d2a99b;68;32;9;2;77;0.44;0.47
e08d97c8-1790-4f58-b9f7-b3a629a2b615;133;45;30;7;163;0.32;0.34
e0bc2dc3-3631-428d-b66a-f1922e6ff732;46;23;4;1;50;0.48;0.5
e0ccf8e2-17ca-4086-aefa-ba51cb2a36f6;21;15;2;1;23;0.7;0.71
e0e62b6e-8c4a-429b-ab9a-dc0da3e45f06;13;2;1;1;14;0.21;0.15
e133ed91-ab31-4706-9f39-561130dfd3c8;224;68;58;9;282;0.27;0.3
e136c060-65ba-46e8-842e-b8b59f5d0c12;93;41;23;4;116;0.39;0.44
e1461d72-216d-4ca6-8aee-7c5c5ecca0e0;48;14;27;1;75;0.2;0.29
e14875d8-0a2b-47b1-b100-69cf45ea9feb;89;27;47;8;136;0.26;0.3
e1596434-87f0-463f-96ee-9669dc65a410;36;12;15;4;51;0.31;0.33
e17c920a-0e3f-485d-a75c-94cad41c5394;79;32;11;3;90;0.39;0.41
e1b56bbe-4e9f-4f35-b55e-52800837ec04;173;71;46;6;219;0.35;0.41
e1c69557-c71e-4004-a1c1-367f6a776c56;41;11;11;2;52;0.25;0.27
e1c74b76-6662-41e3-b4df-ac8cc062d6fa;33;12;14;3;47;0.32;0.36
e1eea8b4-7704-4f2c-9dbb-12e783fc8da8;24;13;4;1;28;0.5;0.54
e203c147-9954-400f-8e8e-e80f6b8ba44e;23;10;14;7;37;0.46;0.43
e2076b2f-84a8-4e51-8bd7-eeae24eac1f1;47;21;8;3;55;0.44;0.45
e2123ecf-cf89-4e03-95f6-e272ea2e6326;4;4;2;1;6;0.83;1
e222cbb8-7696-413e-99ef-109877e31ca7;137;45;24;2;161;0.29;0.33
e24eac7a-6079-45d5-beac-44e1ab31e0e2;17;9;4;1;21;0.48;0.53
e26bc672-6403-41ea-9393-b845a52aa457;29;9;7;1;36;0.28;0.31
e2abd3ba-6dfc-44e3-ab92-156cf2f64a55;57;21;8;1;65;0.34;0.37
e2c36f29-26e2-48d0-97aa-76a084a3f191;188;32;76;8;264;0.15;0.17
e2cfe2f1-7cef-47d9-bfe9-9139dc512d18;7;3;4;1;11;0.36;0.43
e3152b46-4de4-4a01-b8fe-3f9b7ebf9848;72;14;29;5;101;0.19;0.19
e335535c-4638-4d86-9b9e-22be52d88ea0;18;4;4;1;22;0.23;0.22
e33cb99a-6e0a-4a85-816e-1d88a7670e0c;80;32;11;5;91;0.41;0.4
e33e1feb-fe50-4c54-874c-a79abfd4c385;15;5;3;1;18;0.33;0.33
e33e7a29-b970-453d-ada1-1f436a707a30;78;40;12;5;90;0.5;0.51
e34f8162-8562-4164-aa84-7604f43ebac2;34;19;3;2;37;0.57;0.56
e384227c-00d6-4213-97b0-e936a3fdd784;51;16;19;2;70;0.26;0.31
e3b46215-f571-42af-a14b-d46f47d253a9;28;13;7;1;35;0.4;0.46
e3c69f56-bfea-4617-9e36-3a5e9006473d;109;29;32;6;141;0.25;0.27
e3e48c16-7fe5-418f-bf18-7bda919ed28d;107;41;14;4;121;0.37;0.38
e3e747a7-0700-4843-a1e3-08d62efa0716;89;31;10;2;99;0.33;0.35
e3e9bba8-472a-4828-be86-f1f110321c05;56;16;18;1;74;0.23;0.29
e3eef989-ae89-465b-aaa0-4f5a636f3b4f;34;7;2;1;36;0.22;0.21
e427531c-641f-4d37-8152-23052a037e65;39;19;10;1;49;0.41;0.49
e488debd-5719-4b88-949c-2d4696b47356;6;2;1;1;7;0.43;0.33
e48ebd95-b60e-4e12-81ad-dce162c6677d;33;17;4;1;37;0.49;0.52
e4b9bd29-d0f5-4a8d-9f8b-737e9a3d4043;66;16;21;2;87;0.21;0.24
e4d04436-1f9a-480f-b83e-17076e97870f;142;40;23;3;165;0.26;0.28
e4d86720-0a5c-43fa-8b3e-5ef76d0899e9;70;22;3;1;73;0.32;0.31
e4f0346e-0dc1-4d21-89ff-69532c179661;69;27;7;2;76;0.38;0.39
e534296d-8b8b-49f8-aaca-442dd543a876;115;57;8;3;123;0.49;0.5
e5526c47-b5c4-47ba-b915-ab361ad9bba6;49;21;11;3;60;0.4;0.43
e552afe5-9d28-407e-98b9-875e18b83816;117;43;21;3;138;0.33;0.37
e56c1787-cbb7-440d-a431-0de01e90111e;51;23;8;2;59;0.42;0.45
e56dd852-04f9-4a83-9e95-dfab1303faed;10;6;1;1;11;0.64;0.6
e5777bb7-b44e-4934-ab05-fb9d9cb462c6;23;15;3;1;26;0.62;0.65
e58837f1-749f-4ce7-a990-241961ee8512;53;22;10;1;63;0.37;0.42
e5ac585d-0aca-4da2-8f96-6b952783df52;25;11;6;2;31;0.42;0.44
e5f778f5-35c9-4023-a5d6-fcb67c12aef4;14;7;2;1;16;0.5;0.5
e6113e80-d0c7-4579-9e9e-48680966b8ec;38;18;4;1;42;0.45;0.47
e61550ad-8409-4c94-ab15-9e0f276f2fdb;622;124;91;6;713;0.18;0.2
e639e944-d37c-407d-9cab-39867637118e;11;7;1;1;12;0.67;0.64
e6469df1-08f1-4206-8d69-a1098b42eb03;15;7;2;1;17;0.47;0.47
e6740254-0617-4f73-a449-1c1270dfb41f;4;1;2;2;6;0.5;0.25
e67d4bde-30f9-496c-9974-6d30e386e695;14;6;2;1;16;0.44;0.43
e69c464b-6c7b-4810-bec3-3bbe0b51dbf8;11;8;4;1;15;0.6;0.73
e6b2b062-7029-4910-9054-9dff1ba18bcd;49;22;4;1;53;0.43;0.45
e6e6c288-c342-4f01-a1fd-8acc90dcffb9;45;10;16;1;61;0.18;0.22
e6e6d323-efe4-4154-96c4-b8d7398b83df;44;25;4;1;48;0.54;0.57
e7503221-5817-41b6-96e2-a67021a5d7db;67;19;28;5;95;0.25;0.28
e75519ad-97cf-481c-9dba-574a2f4264aa;25;15;7;4;32;0.59;0.6
e766179d-c03d-4080-a84a-cc38fff47502;76;29;17;2;93;0.33;0.38
e78a7378-90d8-4442-99e3-dd844edec75d;85;13;47;2;132;0.11;0.15
e7aa1a95-503a-4f73-8817-f81ad1d96acb;204;67;34;3;238;0.29;0.33
e7be509c-a648-47ce-a4ce-d86f06c1da0c;33;17;2;1;35;0.51;0.52
e7f2a809-b436-4a12-9e4c-056a17c316ef;88;34;17;1;105;0.33;0.39
e8a9d00f-a464-4f77-9a54-7500def1cae9;60;29;12;3;72;0.44;0.48
e8b163d1-9d91-46d7-b7ff-10715854423c;11;7;4;2;15;0.6;0.64
e90c4043-a970-45b6-9f61-1da5656d7461;27;9;5;2;32;0.34;0.33
e929d167-cb5e-48ba-8cc3-629d74669dd4;67;33;1;1;68;0.5;0.49
e9303e3f-fd32-48ca-9204-9d76c0f0e647;135;48;19;3;154;0.33;0.36
e93c0a09-5ead-4f1a-8a18-1145e8b4459c;14;4;6;2;20;0.3;0.29
e980d5ae-a7a1-489e-963e-e8a48a9b8192;161;67;29;5;190;0.38;0.42
e98779b4-540c-4266-a933-964f192bd26a;89;27;17;2;106;0.27;0.3
e989df78-5413-49ea-a138-35af7b6a5d42;44;23;7;1;51;0.47;0.52
e98d3994-5c98-4f08-9449-3904e65f47aa;56;28;7;1;63;0.46;0.5
e99b1cbc-1aa8-4028-868f-abdb760bf4a4;16;8;7;2;23;0.43;0.5
e9a93a3b-2428-4487-9b46-068f90b74621;108;35;16;3;124;0.31;0.32
e9ba80c3-2ba0-48f1-b6a8-05ae5df9e7b5;70;27;11;3;81;0.37;0.39
e9cfe09a-3833-46ac-b927-2de90d7b5b28;56;28;14;5;70;0.47;0.5
e9e62528-796f-4dc1-88d3-9ea50604f095;49;26;14;4;63;0.48;0.53
ea06b9e5-3fa4-45fe-b61f-58f6356d4719;114;49;17;8;131;0.44;0.43
ea14fd42-60af-498d-bdc3-236e7a1473ce;29;22;3;1;32;0.72;0.76
ea15241f-8f6b-4a66-9b0c-078c62849cf9;35;13;1;1;36;0.39;0.37
ea16b571-f7d9-456b-a31d-b66ba82a733d;38;19;10;3;48;0.46;0.5
ea38bd9a-04e0-49d4-afe7-13e995d5bebc;8;5;2;1;10;0.6;0.63
ea411ee0-db81-48b7-b3b8-ff555effb162;138;26;61;8;199;0.17;0.19
ea5d7d36-80b0-4780-93a7-dc50ca1607d3;214;75;38;1;252;0.3;0.35
ea72bbc5-1a7c-439e-b531-9e6cf3adb2b5;35;17;9;7;44;0.55;0.49
ea98153b-5c12-429d-b0e4-0b538cb156a4;4;2;1;1;5;0.6;0.5
ea9a5536-b7e7-4862-9e97-724dc4d0e07e;22;8;3;2;25;0.4;0.36
ea9c0fa3-9edc-4266-8626-7d1ea5b2dabf;20;11;2;1;22;0.55;0.55
eaa87434-ee62-4980-acca-fa59103094cc;76;35;21;9;97;0.45;0.46
eaac24ab-347c-4ff8-ae7a-6d57d2aac9e2;45;25;6;3;51;0.55;0.56
eaad3c92-4afa-4ebe-9d79-89b3cea97fa9;52;22;9;2;61;0.39;0.42
eab569da-ec30-4810-8a43-5e15b2e9bd09;37;18;9;1;46;0.41;0.49
eada31e7-82ac-498b-a885-9b2243f0cec1;106;38;11;2;117;0.34;0.36
eadf7945-98d0-44bd-9643-2eef1131fff7;50;13;14;1;64;0.22;0.26
eaee4453-b002-4927-b71e-a662ee001099;53;32;13;6;66;0.58;0.6
eafc3580-8270-4efe-9784-6dc3800c3db7;2;1;4;2;6;0.5;0.5
eb53eba9-bfd6-4982-a086-57e5333ebd90;18;10;1;1;19;0.58;0.56
eb80f303-cbf5-40e9-bc3d-0ad55833afea;35;30;5;1;40;0.78;0.86
eb9046f8-70cd-418a-8909-7801ddbe9407;63;23;14;7;77;0.39;0.37
ebd53190-861b-44cd-91ec-d4063ba0b7c5;150;38;23;1;173;0.23;0.25
ec12ea87-8909-4f24-92d4-b267936a4288;21;11;5;1;26;0.46;0.52
ec16fe9a-fa8a-4e16-afdb-aa68edd1a506;139;48;35;7;174;0.32;0.35
ec250041-edeb-4392-a82b-1eade0d28584;45;25;5;2;50;0.54;0.56
ec333037-c0da-4176-8bf6-19a7e376614a;35;22;3;1;38;0.61;0.63
ec4f518e-3538-43ee-96ea-a1bffac7b427;72;27;15;2;87;0.33;0.38
ec8820ff-4b36-4a82-b6ed-1b2c065802d0;90;44;10;1;100;0.45;0.49
ec97ec47-b06c-4c30-971c-19a14bc3c177;47;14;2;1;49;0.31;0.3
ecbe7528-87d6-404d-8b65-ab6c0d39a741;136;58;10;2;146;0.41;0.43
eccb7f1b-a3df-4981-89f3-2af329257bde;5;2;5;1;10;0.3;0.4
ece2cb21-7631-4a65-91ce-e7d7818225af;36;11;7;3;43;0.33;0.31
ece81361-67ca-490c-9e72-d22979976cce;270;198;36;19;306;0.71;0.73
ecf422b6-191f-4a62-9bd5-39f55d54142b;37;16;3;1;40;0.43;0.43
ecf88662-fe9f-496c-a732-e156f9b5ae93;41;11;19;6;60;0.28;0.27
ed0447d4-50e6-4546-b73f-21fd361c4d82;35;21;6;2;41;0.56;0.6
ed25320a-a673-4b5e-affb-f56337b62197;12;3;4;1;16;0.25;0.25
ed657eef-549d-47c4-bc93-a769d0b75fcd;238;54;59;7;297;0.21;0.23
ed779433-4af1-442d-9e6a-eaff882aa0ce;3;1;1;1;4;0.5;0.33
eda63a10-eb28-491a-bf1c-a287e82f9b01;95;40;16;2;111;0.38;0.42
edcd6b0f-23c3-4c58-9ecc-8cb8b6332ec5;9;7;1;1;10;0.8;0.78
edd7acb6-30c4-4c3a-8eac-35dbe659cf74;79;32;16;1;95;0.35;0.41
edd8680a-60f7-4c02-823e-98b14947b7d8;224;62;21;1;245;0.26;0.28
eddc79c4-474a-42c3-a2f0-0ba5c1b1e2a1;156;64;34;2;190;0.35;0.41
edfd4fa8-91a3-4f17-a613-cc19071f7b48;234;54;33;1;267;0.21;0.23
ee0809ea-d104-43ba-8a26-bfc2ab64b728;99;44;19;4;118;0.41;0.44
ee0b9890-59c8-4129-b3c7-1c4dc4ec77d4;13;8;4;1;17;0.53;0.62
ee1cc7e0-4fab-44b0-9f31-59bd500ed14b;33;15;2;1;35;0.46;0.45
ee4659b2-603c-46c7-948c-48a8a38c6edd;93;41;22;4;115;0.39;0.44
ee613a75-da49-405c-b911-7525a3b7a344;83;32;6;1;89;0.37;0.39
ee79ffe0-4b56-4e60-b16d-7c876dce3254;16;9;3;1;19;0.53;0.56
eeac5b88-3dc1-473f-850c-14da29bf3008;9;5;5;1;14;0.43;0.56
ef08bb3b-4352-4d4a-8a6c-bf9ad55ecd00;230;107;37;3;267;0.41;0.47
ef20efbd-d803-489d-b4b6-3232099a1e72;132;34;38;8;170;0.25;0.26
ef3330cc-ee9e-4558-85b3-ec88452954a5;213;139;23;8;236;0.62;0.65
ef6f56b1-c9b8-437e-8b78-00a7c944dbec;107;28;20;3;127;0.24;0.26
ef814d4e-6ed9-4e5a-aeb0-3f4e3bb790db;39;6;9;1;48;0.15;0.15
ef96f21e-5300-43e2-93f3-0c3ee84b1504;135;47;23;4;158;0.32;0.35
efbd84a4-5b54-4449-8464-be272356f347;181;53;40;5;221;0.26;0.29
efcf5738-2694-4c19-98c5-20e987f5b066;57;17;9;2;66;0.29;0.3
f0019726-7c61-4f4d-b429-e9451fbf5f15;106;39;21;2;127;0.32;0.37
f015d3dd-39fa-4845-b9a8-1f9c1edb6c5a;16;8;3;2;19;0.53;0.5
f01817a4-7d41-4c94-9a80-dbea892368d4;20;9;3;1;23;0.43;0.45
f01c899c-4297-461d-af9e-c769e7b3f564;16;8;1;1;17;0.53;0.5
f032efc0-153e-4c01-9cdc-b87c20fcf380;42;17;5;1;47;0.38;0.4
f03f6db1-93e3-4da2-9e7a-80c689c9724a;26;5;4;1;30;0.2;0.19
f07cd794-de51-4fb2-a9fc-ba9375105ddc;19;10;6;2;25;0.48;0.53
f0926005-9a52-47ba-b75a-5e37e392e90b;6;4;3;3;9;0.78;0.67
f099e020-b491-4741-80de-81145362cc6e;367;95;32;4;399;0.25;0.26
f09c05c8-aae0-4ced-9c9f-77a9f1d5c7de;129;31;21;5;150;0.24;0.24
f0a8043e-3653-4bfc-839d-4fdc8a150083;154;46;30;1;184;0.26;0.3
f0b9ecd5-c6df-485a-9de6-499d22b3a418;15;7;1;1;16;0.5;0.47
f14c9b1f-9047-46d2-ab49-381b941fcd7f;107;41;13;2;120;0.36;0.38
f179b8ed-88c3-4e48-9fb9-79caf06f59f3;35;18;6;3;41;0.51;0.51
f1990508-3fec-4d64-b3e0-6ecbe5a5e419;6;3;4;2;10;0.5;0.5
f1e944e2-c7c1-4ec7-95bd-bcda1b511775;40;21;9;1;49;0.45;0.53
f203a86f-3186-44e2-947c-cc51f14f99dc;24;3;13;1;37;0.11;0.13
f20b2cf3-7a05-4463-968f-4a04e7c2039d;29;7;5;2;34;0.26;0.24
f2344773-b661-4d20-9186-d148399fa6ab;95;35;21;5;116;0.34;0.37
f25bef7c-aa51-4b2c-b034-402acdf36afd;33;19;2;1;35;0.57;0.58
f2c3ba54-b18b-4415-89f1-2a91e47ee51c;46;22;8;2;54;0.44;0.48
f2d1173a-ec98-4d11-9a52-435016c68c2f;91;18;14;2;105;0.19;0.2
f2f9bc67-5764-46c7-9f0f-e429532049f5;5;2;6;3;11;0.45;0.4
f3092836-e9dd-4d3e-8c3d-ccab3b23c50c;41;17;1;1;42;0.43;0.41
f343ca03-d0ca-4195-8f2a-b7d37a4a5cf8;88;37;6;3;94;0.43;0.42
f36ef304-7549-49aa-a52c-30b359ec5229;49;8;48;1;97;0.09;0.16
f38ab0fd-66df-4c75-9e02-8bb8c3d0a901;31;15;2;1;33;0.48;0.48
f3c00f21-55c2-4020-964d-3b1d001b95f4;103;39;14;4;117;0.37;0.38
f3ce5f0e-344a-428a-b08a-585ff21df9e0;64;31;2;1;66;0.48;0.48
f3d8f455-41b4-47d1-8cdc-0e7cc5e15409;55;29;8;1;63;0.48;0.53
f41c9536-9ee7-445b-9e4c-ed5845dda3a8;46;23;7;1;53;0.45;0.5
f42795d6-a802-4897-a8b7-43ce4a0ef313;31;11;3;2;34;0.38;0.35
f48312ea-b9fa-445e-a7bc-536eea932bb2;39;17;5;2;44;0.43;0.44
f4c80274-f51a-4a10-a701-ad064167ea2e;68;22;14;1;82;0.28;0.32
f4e0cf68-4757-456b-bd8c-02f6afa825fa;116;38;26;3;142;0.29;0.33
f4e8f133-c148-4c28-9a0a-587143d3dc46;5;3;2;2;7;0.71;0.6
f4ec5389-65c8-4ccd-9659-b431facffcb6;93;14;41;1;134;0.11;0.15
f4f88c67-f272-4fdb-a9d8-61cc455d8c8b;66;38;18;4;84;0.5;0.58
f5141d46-a16c-4784-a036-36d6a3b2429b;35;21;2;1;37;0.59;0.6
f56d1992-e145-47b7-aa30-45ea4fb20184;25;20;12;5;37;0.68;0.8
f5dc7562-4f26-43a1-991e-a0f348b81439;23;13;7;1;30;0.47;0.57
f6745385-07c0-495e-a2c6-4c5dbe07b0df;116;37;19;1;135;0.28;0.32
f679b726-82db-4e61-aa96-9eecc995a3f8;15;7;2;1;17;0.47;0.47
f68953b2-a253-46cd-b76d-2681b6964cf8;43;23;4;1;47;0.51;0.53
f69704e9-622b-4e83-ae4b-651caf62f268;31;14;2;2;33;0.48;0.45
f6a3b7db-36a6-4198-b182-b835acd0f0fe;147;53;40;8;187;0.33;0.36
f6acc71c-7d24-4d7e-93f1-45b72ef7a226;87;39;16;6;103;0.44;0.45
f6b1595b-5c34-4ae9-8c7e-a06c3e56e227;54;15;17;2;71;0.24;0.28
f6ccab4d-42a9-4d2d-98c3-5f8e6c792571;34;14;1;1;35;0.43;0.41
f6df7bcd-c7c3-4d00-8126-8c6684f49a94;146;32;18;1;164;0.2;0.22
f6e1caf9-3d8e-4a49-bfb8-1fb4d044eaf9;54;19;4;1;58;0.34;0.35
f71ef450-bafb-481b-8243-a6465320dd2e;3;3;1;1;4;1;1
f73cf3b6-f33b-4966-9f3b-3b1cfe60a046;18;10;1;1;19;0.58;0.56
f79021a5-d392-40b1-8ebc-757b6db811f5;49;25;8;3;57;0.49;0.51
f7c75336-784d-450f-bde3-b55c842c2475;118;45;13;1;131;0.35;0.38
f834a632-5f5d-4277-bb0f-bd42de33e663;47;19;11;5;58;0.41;0.4
f8364fbc-2545-46c0-ad8d-119f814d135e;32;19;4;2;36;0.58;0.59
f84915d4-ef80-4555-9420-3e14c9e007b4;119;27;41;3;160;0.19;0.23
f866da5a-b2b5-401b-b649-7be164faa9e0;143;23;47;4;190;0.14;0.16
f86fd264-5e8e-4934-906f-4a99cd072901;92;41;40;5;132;0.35;0.45
f885d864-e1f3-4b9b-a126-1b65b36f03d0;211;84;54;5;265;0.34;0.4
f8b596fa-2e6f-4cd2-8926-051c416d8b6d;202;72;52;13;254;0.33;0.36
f8c11308-2e59-460f-bdc2-be7f196d2631;101;39;27;4;128;0.34;0.39
f8d27b4e-c335-438f-be66-c6703a45746c;106;27;33;5;139;0.23;0.25
f8ee3060-f605-4bcd-81b3-77c5ec221ed7;111;42;22;2;133;0.33;0.38
f8f6e82f-2ea5-40dc-bf7a-765f50f69abc;92;39;11;4;103;0.42;0.42
f949c329-867a-4046-a363-cfbbb0f7bb61;15;8;3;1;18;0.5;0.53
f9f5a02a-272b-4903-b420-906751b72e66;74;32;11;1;85;0.39;0.43
fa3a90ae-bc34-4e15-bd2b-d7025d630159;65;25;10;2;75;0.36;0.38
faba7f4c-0c3f-48f6-a6b2-69dfebd50eb8;53;16;14;4;67;0.3;0.3
